Order_ID,Order_Date,CustomerID,Product,Category,Unit_Price,Quantity,Total_Sales,Ad_Budget
ORD_00056,2025-11-26,CUST_096,Drone 4K Camera,Elektronik,5033990.0,1,5033990.0,553312.0
ORD_00057,2025-11-12,CUST_050,Eau de Parfum 100ml,Kecantikan,767622.0,1,767622.0,60102.0
ORD_00058,2025-07-20,CUST_033,Eau de Parfum 100ml,Kecantikan,744389.0,1,744389.0,42385.0
ORD_00059,2025-07-16,CUST_047,Tumbler Insulated 1L,Olahraga,133811.0,3,401432.0,32114.0
ORD_00060,2025-01-05,CUST_033,Smartphone Flagship,Elektronik,8270074.0,1,8270074.0,728554.0
ORD_00061,2025-12-08,CUST_059,Smartphone Flagship,Elektronik,7917475.0,1,7917475.0,616403.0
ORD_00062,2025-11-07,CUST_006,Sofa L Shape Minimalis,Home & Living,4783900.0,1,4783900.0,341592.0
ORD_00063,2025-01-01,CUST_051,Skincare Routine Set,Kecantikan,881888.0,6,5291326.0,356121.0
ORD_00064,2025-09-16,CUST_050,Resistance Band Set,Olahraga,84975.0,5,424875.0,35508.0
ORD_00065,2025-12-07,CUST_014,Skincare Routine Set,Kecantikan,850637.0,4,3402547.0,341304.0
ORD_00066,2025-10-13,CUST_079,Dress Formal Wanita,Fashion,414840.0,2,829680.0,74999.0
ORD_00067,2025-05-13,CUST_029,Set Dinnerware Keramik,Home & Living,392521.0,4,1570082.0,167593.0
ORD_00068,2025-09-06,CUST_023,Lip Tint & Blush Duo,Kecantikan,177308.0,7,1241158.0,73913.0
ORD_00069,2025-10-04,CUST_005,Bantal Ergonomis Memory,Home & Living,260582.0,4,1042328.0,69354.0
ORD_00070,2025-08-06,CUST_045,Kaos Oversize Unisex,Fashion,154146.0,4,616583.0,38675.0
ORD_00071,2025-02-25,CUST_094,Sofa L Shape Minimalis,Home & Living,4835369.0,1,4835369.0,465487.0
ORD_00072,2025-12-21,CUST_052,Rak Display Kayu Jati,Home & Living,1323660.0,1,1323660.0,79514.0
ORD_00073,2025-08-26,CUST_018,Kaos Oversize Unisex,Fashion,149950.0,4,599799.0,65206.0
ORD_00074,2025-03-27,CUST_090,Dress Formal Wanita,Fashion,429350.0,3,1288049.0,135815.0
ORD_00075,2025-09-21,CUST_040,Skincare Routine Set,Kecantikan,925462.0,5,4627310.0,417432.0
ORD_00076,2025-10-09,CUST_064,Smartwatch Ultra,Elektronik,2365240.0,1,2365240.0,181615.0
ORD_00077,2025-01-04,CUST_094,Dress Formal Wanita,Fashion,401394.0,4,1605578.0,112001.0
ORD_00078,2025-02-05,CUST_024,Sofa L Shape Minimalis,Home & Living,4869021.0,1,4869021.0,387690.0
ORD_00079,2025-04-28,CUST_068,Kaos Oversize Unisex,Fashion,151252.0,9,1361270.0,90147.0
ORD_00080,2025-10-20,CUST_011,Bantal Ergonomis Memory,Home & Living,279867.0,2,559735.0,40479.0
ORD_00081,2025-01-13,CUST_040,Sheet Mask Collagen (10pcs),Kecantikan,88363.0,3,265090.0,30326.0
ORD_00082,2025-03-17,CUST_099,Kaos Oversize Unisex,Fashion,150356.0,10,1503561.0,167347.0
ORD_00083,2025-12-27,CUST_014,Sofa L Shape Minimalis,Home & Living,5115259.0,1,5115259.0,324238.0
ORD_00084,2025-10-23,CUST_072,Vitamin C Serum 30ml,Kecantikan,387029.0,4,1548114.0,121599.0
ORD_00085,2025-11-05,CUST_051,Rak Display Kayu Jati,Home & Living,1196443.0,2,2392885.0,260763.0
ORD_00086,2025-08-19,CUST_027,Set Dinnerware Keramik,Home & Living,403112.0,2,806224.0,74337.0
ORD_00087,2025-05-03,CUST_074,Sheet Mask Collagen (10pcs),Kecantikan,96062.0,4,384249.0,38712.0
ORD_00088,2025-07-03,CUST_015,Drone 4K Camera,Elektronik,5118847.0,1,5118847.0,320692.0
ORD_00089,2025-05-28,CUST_011,Resistance Band Set,Olahraga,87940.0,5,439700.0,39987.0
ORD_00090,2025-04-21,CUST_060,Sneakers Limited Edition,Fashion,1050989.0,2,2101979.0,192725.0
ORD_00091,2025-10-14,CUST_009,Bantal Ergonomis Memory,Home & Living,281660.0,3,844980.0,85575.0
ORD_00092,2025-09-14,CUST_046,Rak Display Kayu Jati,Home & Living,1318088.0,1,1318088.0,144517.0
ORD_00093,2025-11-05,CUST_009,Resistance Band Set,Olahraga,86467.0,5,432337.0,33618.0
ORD_00094,2025-07-01,CUST_024,Kaos Oversize Unisex,Fashion,134162.0,9,1207458.0,132537.0
ORD_00095,2025-06-05,CUST_085,Smartwatch Ultra,Elektronik,2481591.0,2,4963181.0,461258.0
ORD_00096,2025-07-08,CUST_049,Laptop Gaming Pro,Elektronik,12329248.0,1,12329248.0,741246.0
ORD_00097,2025-11-14,CUST_032,Drone 4K Camera,Elektronik,4793188.0,1,4793188.0,493636.0
ORD_00098,2025-01-18,CUST_001,Sepatu Running Carbon,Olahraga,1373832.0,1,1373832.0,122121.0
ORD_00099,2025-12-25,CUST_003,Lampu Meja Smart LED,Home & Living,185076.0,4,740305.0,
ORD_00100,2025-09-12,CUST_072,Sneakers Limited Edition,Fashion,1008653.0,7,7060573.0,471412.0
ORD_00101,2025-10-18,CUST_096,Drone 4K Camera,Elektronik,4968531.0,1,4968531.0,344274.0
ORD_00102,2025-06-10,CUST_023,Bantal Ergonomis Memory,Home & Living,256825.0,3,770474.0,71650.0
ORD_00103,2025-03-23,CUST_002,Adjustable Dumbbell 20kg,Olahraga,1219266.0,1,1219266.0,114093.0
ORD_00104,2025-04-29,CUST_012,Drone 4K Camera,Elektronik,4663313.0,1,4663313.0,362720.0
ORD_00105,2025-08-12,CUST_081,Sheet Mask Collagen (10pcs),Kecantikan,102378.0,8,819021.0,68195.0
ORD_00106,2025-06-03,CUST_058,Dress Formal Wanita,Fashion,434864.0,4,1739455.0,139682.0
ORD_00107,2025-10-14,CUST_006,Resistance Band Set,Olahraga,80104.0,10,801043.0,56731.0
ORD_00108,2025-11-06,CUST_065,Lampu Meja Smart LED,Home & Living,195590.0,5,977951.0,56543.0
ORD_00109,2025-06-13,CUST_059,Rak Display Kayu Jati,Home & Living,1227859.0,1,1227859.0,88801.0
ORD_00110,2025-09-01,CUST_081,Lampu Meja Smart LED,Home & Living,196243.0,4,784972.0,50804.0
ORD_00111,2025-03-14,CUST_073,Rak Display Kayu Jati,Home & Living,1274667.0,1,1274667.0,106376.0
ORD_00112,2025-02-08,CUST_035,Laptop Gaming Pro,Elektronik,12876805.0,1,12876805.0,1044175.0
ORD_00113,2025-11-26,CUST_057,Lampu Meja Smart LED,Home & Living,208020.0,5,1040101.0,65744.0
ORD_00114,2025-03-30,CUST_012,Smartwatch Ultra,Elektronik,2586885.0,5,12934423.0,905152.0
ORD_00115,2025-10-09,CUST_085,Lampu Meja Smart LED,Home & Living,197754.0,2,395508.0,45468.0
ORD_00116,2025-08-11,CUST_094,Jeans Denim Slim,Fashion,478929.0,2,957858.0,98392.0
ORD_00117,2025-07-07,CUST_045,Vitamin C Serum 30ml,Kecantikan,370622.0,2,741244.0,50998.0
ORD_00118,2025-12-15,CUST_086,Dress Formal Wanita,Fashion,412440.0,3,1237319.0,108104.0
ORD_00119,2025-06-19,CUST_034,Drone 4K Camera,Elektronik,4642777.0,2,9285553.0,524300.0
ORD_00120,2025-09-02,CUST_057,Rak Display Kayu Jati,Home & Living,1303438.0,4,5213751.0,412490.0
ORD_00121,2025-06-07,CUST_068,Skincare Routine Set,Kecantikan,862662.0,4,3450647.0,263206.0
ORD_00122,2025-11-01,CUST_088,Jeans Denim Slim,Fashion,522847.0,1,522847.0,42176.0
ORD_00123,2025-08-14,CUST_025,Eau de Parfum 100ml,Kecantikan,762096.0,5,3810479.0,416194.0
ORD_00124,2025-08-14,CUST_057,Eau de Parfum 100ml,Kecantikan,751523.0,3,2254568.0,155205.0
ORD_00125,2025-09-18,CUST_054,Jaket Kulit Premium,Fashion,2037230.0,1,2037230.0,154845.0
ORD_00126,2025-03-03,CUST_017,Laptop Gaming Pro,Elektronik,12292484.0,2,24584968.0,2470649.0
ORD_00127,2025-12-23,CUST_098,Set Dinnerware Keramik,Home & Living,387278.0,1,387278.0,35078.0
ORD_00128,2025-07-14,CUST_025,Sofa L Shape Minimalis,Home & Living,4673816.0,1,4673816.0,390734.0
ORD_00129,2025-09-08,CUST_005,Kaos Oversize Unisex,Fashion,139261.0,4,557046.0,30807.0
ORD_00130,2025-03-22,CUST_040,Sneakers Limited Edition,Fashion,1002991.0,1,1002991.0,96283.0
ORD_00131,2025-06-30,CUST_042,Resistance Band Set,Olahraga,82743.0,10,827425.0,57358.0
ORD_00132,2025-12-29,CUST_053,Vitamin C Serum 30ml,Kecantikan,384028.0,4,1536111.0,96364.0
ORD_00133,2025-12-26,CUST_095,Kaos Oversize Unisex,Fashion,140973.0,4,563893.0,49956.0
ORD_00134,2025-08-21,CUST_096,Kaos Oversize Unisex,Fashion,139974.0,2,279947.0,15707.0
ORD_00135,2025-07-12,CUST_022,Kaos Oversize Unisex,Fashion,140382.0,5,701912.0,68430.0
ORD_00136,2025-02-27,CUST_087,Dress Formal Wanita,Fashion,446863.0,7,3128040.0,241829.0
ORD_00137,2025-06-06,CUST_075,Sneakers Limited Edition,Fashion,993489.0,3,2980466.0,306060.0
ORD_00138,2025-12-23,CUST_059,Lip Tint & Blush Duo,Kecantikan,191846.0,5,959228.0,105104.0
ORD_00139,2025-10-08,CUST_024,Vitamin C Serum 30ml,Kecantikan,348245.0,4,1392981.0,79216.0
ORD_00140,2025-02-15,CUST_015,Lip Tint & Blush Duo,Kecantikan,171163.0,10,1711628.0,188708.0
ORD_00141,2025-11-15,CUST_086,Laptop Gaming Pro,Elektronik,11995080.0,1,11995080.0,1061622.0
ORD_00142,2025-03-21,CUST_054,Resistance Band Set,Olahraga,79598.0,15,1193970.0,106567.0
ORD_00143,2025-03-18,CUST_026,Eau de Parfum 100ml,Kecantikan,754109.0,3,2262327.0,244223.0
ORD_00144,2025-05-03,CUST_006,Sneakers Limited Edition,Fashion,983567.0,3,2950702.0,274964.0
ORD_00145,2025-09-21,CUST_072,Laptop Gaming Pro,Elektronik,12582593.0,1,12582593.0,1227352.0
ORD_00146,2025-01-12,CUST_087,Kaos Oversize Unisex,Fashion,145613.0,8,1164900.0,115203.0
ORD_00147,2025-07-30,CUST_022,Sheet Mask Collagen (10pcs),Kecantikan,89857.0,7,629002.0,35382.0
ORD_00148,2025-07-26,CUST_097,Sepatu Running Carbon,Olahraga,1358640.0,1,1358640.0,92705.0
ORD_00149,2025-06-01,CUST_050,Skincare Routine Set,Kecantikan,901017.0,4,3604068.0,411797.0
ORD_00150,2025-09-03,CUST_012,Wireless Noise Cancelling,Elektronik,501432.0,6,3008592.0,272401.0
ORD_00151,2025-03-28,CUST_042,Rak Display Kayu Jati,Home & Living,1305200.0,2,2610400.0,207053.0
ORD_00152,2025-05-10,CUST_070,Lip Tint & Blush Duo,Kecantikan,185439.0,5,927193.0,70980.0
ORD_00153,2025-06-13,CUST_045,Wireless Noise Cancelling,Elektronik,527356.0,3,1582068.0,143846.0
ORD_00154,2025-12-16,CUST_001,Lampu Meja Smart LED,Home & Living,195617.0,1,195617.0,14714.0
ORD_00155,2025-04-30,CUST_044,Tumbler Insulated 1L,Olahraga,125670.0,6,754021.0,76840.0
ORD_00156,2025-10-20,CUST_020,Eau de Parfum 100ml,Kecantikan,808403.0,1,808403.0,50427.0
ORD_00157,2025-06-28,CUST_078,Jeans Denim Slim,Fashion,453072.0,2,906144.0,55455.0
ORD_00158,2025-02-08,CUST_095,Lip Tint & Blush Duo,Kecantikan,179765.0,3,539294.0,61148.0
ORD_00159,2025-01-08,CUST_085,Lampu Meja Smart LED,Home & Living,183879.0,3,551636.0,61446.0
ORD_00160,2025-11-07,CUST_090,Drone 4K Camera,Elektronik,4599468.0,1,4599468.0,444113.0
ORD_00161,2025-03-17,CUST_091,Lampu Meja Smart LED,Home & Living,205323.0,1,205323.0,21944.0
ORD_00162,2025-03-31,CUST_062,Smartwatch Ultra,Elektronik,2408395.0,2,4816790.0,453135.0
ORD_00163,2025-04-12,CUST_004,Lip Tint & Blush Duo,Kecantikan,192058.0,6,1152349.0,124121.0
ORD_00164,2025-07-18,CUST_015,Lampu Meja Smart LED,Home & Living,189527.0,6,1137162.0,87548.0
ORD_00165,2025-04-12,CUST_090,Adjustable Dumbbell 20kg,Olahraga,1101708.0,1,1101708.0,85267.0
ORD_00166,2025-04-27,CUST_093,Set Dinnerware Keramik,Home & Living,387610.0,3,1162829.0,130340.0
ORD_00167,2025-10-27,CUST_100,Jaket Kulit Premium,Fashion,1918433.0,1,1918433.0,172295.0
ORD_00168,2025-02-20,CUST_015,Lampu Meja Smart LED,Home & Living,209185.0,5,1045927.0,98612.0
ORD_00169,2025-01-02,CUST_049,Sheet Mask Collagen (10pcs),Kecantikan,88762.0,8,710099.0,69631.0
ORD_00170,2025-02-05,CUST_084,Tumbler Insulated 1L,Olahraga,130868.0,6,785209.0,51913.0
ORD_00171,2025-10-04,CUST_086,Skincare Routine Set,Kecantikan,846780.0,2,1693561.0,157974.0
ORD_00172,2025-02-18,CUST_026,Skincare Routine Set,Kecantikan,979747.0,3,2939242.0,297441.0
ORD_00173,2025-06-13,CUST_074,Rak Display Kayu Jati,Home & Living,1284285.0,2,2568570.0,266031.0
ORD_00174,2025-06-10,CUST_021,Smartphone Flagship,Elektronik,7469574.0,1,7469574.0,800407.0
ORD_00175,2025-03-19,CUST_077,Drone 4K Camera,Elektronik,4886237.0,1,4886237.0,336744.0
ORD_00176,2025-05-05,CUST_039,Sepatu Running Carbon,Olahraga,1423088.0,2,2846176.0,225585.0
ORD_00177,2025-03-09,CUST_090,Laptop Gaming Pro,Elektronik,12182180.0,1,12182180.0,1268438.0
ORD_00178,2025-05-16,CUST_097,Jeans Denim Slim,Fashion,515589.0,1,515589.0,34293.0
ORD_00179,2025-01-27,CUST_032,Sofa L Shape Minimalis,Home & Living,5107526.0,1,5107526.0,486115.0
ORD_00180,2025-04-12,CUST_081,Matras Yoga Premium,Olahraga,297080.0,3,891239.0,69257.0
ORD_00181,2025-10-30,CUST_055,Lampu Meja Smart LED,Home & Living,209404.0,3,628212.0,58485.0
ORD_00182,2025-01-03,CUST_016,Jaket Kulit Premium,Fashion,1887866.0,1,1887866.0,
ORD_00183,2025-08-19,CUST_032,Tumbler Insulated 1L,Olahraga,128431.0,4,513725.0,31119.0
ORD_00184,2025-03-07,CUST_085,Drone 4K Camera,Elektronik,4697228.0,3,14091683.0,997504.0
ORD_00185,2025-05-23,CUST_086,Dress Formal Wanita,Fashion,402000.0,5,2010000.0,205375.0
ORD_00186,2025-06-12,CUST_066,Sheet Mask Collagen (10pcs),Kecantikan,90622.0,8,724977.0,75488.0
ORD_00187,2025-12-02,CUST_054,Lampu Meja Smart LED,Home & Living,198319.0,6,1189913.0,75383.0
ORD_00188,2025-03-09,CUST_045,Tumbler Insulated 1L,Olahraga,115516.0,4,462065.0,29161.0
ORD_00189,2025-06-09,CUST_093,Eau de Parfum 100ml,Kecantikan,742741.0,3,2228224.0,136679.0
ORD_00190,2025-05-10,CUST_011,Lampu Meja Smart LED,Home & Living,203760.0,2,407520.0,
ORD_00191,2025-09-20,CUST_080,Jeans Denim Slim,Fashion,451991.0,3,1355974.0,138257.0
ORD_00192,2025-03-04,CUST_063,Skincare Routine Set,Kecantikan,923981.0,5,4619903.0,372202.0
ORD_00193,2025-03-27,CUST_005,Adjustable Dumbbell 20kg,Olahraga,1210267.0,1,1210267.0,119837.0
ORD_00194,2025-08-30,CUST_085,Dress Formal Wanita,Fashion,433088.0,4,1732354.0,128904.0
ORD_00195,2025-07-10,CUST_021,Matras Yoga Premium,Olahraga,313416.0,1,313416.0,22237.0
ORD_00196,2025-04-23,CUST_064,Sheet Mask Collagen (10pcs),Kecantikan,94384.0,6,566302.0,57820.0
ORD_00197,2025-08-20,CUST_021,Laptop Gaming Pro,Elektronik,12058735.0,2,24117471.0,2672677.0
ORD_00198,2025-06-22,CUST_083,Vitamin C Serum 30ml,Kecantikan,387740.0,3,1163221.0,
ORD_00199,2025-06-01,CUST_017,Tumbler Insulated 1L,Olahraga,129326.0,3,387979.0,23017.0
ORD_00200,2025-12-16,CUST_096,Tumbler Insulated 1L,Olahraga,118482.0,6,710893.0,43296.0
ORD_00201,2025-04-15,CUST_041,Kaos Oversize Unisex,Fashion,139326.0,5,696628.0,49212.0
ORD_00202,2025-09-15,CUST_013,Smartphone Flagship,Elektronik,7332291.0,2,14664583.0,1223909.0
ORD_00203,2025-11-11,CUST_078,Tumbler Insulated 1L,Olahraga,126971.0,2,253941.0,15414.0
ORD_00204,2025-05-02,CUST_032,Lip Tint & Blush Duo,Kecantikan,196453.0,4,785812.0,73669.0
ORD_00205,2025-05-15,CUST_023,Smartwatch Ultra,Elektronik,2584063.0,3,7752190.0,765214.0
ORD_00206,2025-08-01,CUST_079,Vitamin C Serum 30ml,Kecantikan,378312.0,3,1134936.0,69772.0
ORD_00207,2025-12-19,CUST_056,Vitamin C Serum 30ml,Kecantikan,359944.0,3,1079831.0,108513.0
ORD_00208,2025-08-17,CUST_008,Set Dinnerware Keramik,Home & Living,389754.0,1,389754.0,41949.0
ORD_00209,2025-04-14,CUST_099,Sneakers Limited Edition,Fashion,1007442.0,1,1007442.0,99321.0
ORD_00210,2025-04-22,CUST_013,Sneakers Limited Edition,Fashion,1069486.0,2,2138971.0,141774.0
ORD_00211,2025-01-20,CUST_075,Smartwatch Ultra,Elektronik,2547822.0,4,10191287.0,1024434.0
ORD_00212,2025-07-21,CUST_038,Set Dinnerware Keramik,Home & Living,379618.0,6,2277705.0,220339.0
ORD_00213,2025-01-14,CUST_003,Eau de Parfum 100ml,Kecantikan,760584.0,1,760584.0,63781.0
ORD_00214,2025-06-01,CUST_076,Matras Yoga Premium,Olahraga,319911.0,6,1919464.0,114445.0
ORD_00215,2025-05-26,CUST_063,Jeans Denim Slim,Fashion,471668.0,3,1415003.0,114674.0
ORD_00216,2025-07-17,CUST_047,Skincare Routine Set,Kecantikan,962048.0,6,5772288.0,
ORD_00217,2025-04-28,CUST_070,Vitamin C Serum 30ml,Kecantikan,376695.0,5,1883474.0,169793.0
ORD_00218,2025-02-18,CUST_021,Wireless Noise Cancelling,Elektronik,551011.0,3,1653033.0,174422.0
ORD_00219,2025-10-07,CUST_057,Jeans Denim Slim,Fashion,516344.0,2,1032687.0,113145.0
ORD_00220,2025-02-05,CUST_085,Skincare Routine Set,Kecantikan,957002.0,2,1914005.0,180715.0
ORD_00221,2025-04-16,CUST_089,Lip Tint & Blush Duo,Kecantikan,178250.0,4,712999.0,71702.0
ORD_00222,2025-06-27,CUST_033,Tumbler Insulated 1L,Olahraga,126240.0,3,378720.0,28690.0
ORD_00223,2025-01-21,CUST_082,Lampu Meja Smart LED,Home & Living,198882.0,6,1193292.0,101035.0
ORD_00224,2025-12-07,CUST_012,Adjustable Dumbbell 20kg,Olahraga,1120240.0,1,1120240.0,82362.0
ORD_00225,2025-11-23,CUST_086,Drone 4K Camera,Elektronik,4579368.0,1,4579368.0,313774.0
ORD_00226,2025-03-27,CUST_049,Laptop Gaming Pro,Elektronik,12307956.0,1,12307956.0,1077595.0
ORD_00227,2025-12-07,CUST_005,Smartphone Flagship,Elektronik,7747959.0,1,7747959.0,651462.0
ORD_00228,2025-03-27,CUST_076,Jaket Kulit Premium,Fashion,1922471.0,1,1922471.0,180825.0
ORD_00229,2025-10-04,CUST_020,Vitamin C Serum 30ml,Kecantikan,381719.0,1,381719.0,25606.0
ORD_00230,2025-02-13,CUST_097,Kaos Oversize Unisex,Fashion,134913.0,10,1349127.0,111756.0
ORD_00231,2025-01-08,CUST_024,Kaos Oversize Unisex,Fashion,137938.0,5,689691.0,45660.0
ORD_00232,2025-08-26,CUST_082,Eau de Parfum 100ml,Kecantikan,767121.0,2,1534242.0,102411.0
ORD_00233,2025-06-25,CUST_004,Kaos Oversize Unisex,Fashion,137674.0,8,1101392.0,119655.0
ORD_00234,2025-01-21,CUST_030,Sofa L Shape Minimalis,Home & Living,5212490.0,1,5212490.0,417341.0
ORD_00235,2025-12-19,CUST_068,Matras Yoga Premium,Olahraga,295046.0,3,885137.0,78410.0
ORD_00236,2025-09-22,CUST_050,Smartwatch Ultra,Elektronik,2540747.0,1,2540747.0,168311.0
ORD_00237,2025-10-13,CUST_090,Bantal Ergonomis Memory,Home & Living,274745.0,4,1098981.0,115058.0
ORD_00238,2025-11-10,CUST_075,Tumbler Insulated 1L,Olahraga,121959.0,3,365876.0,30010.0
ORD_00239,2025-07-31,CUST_016,Laptop Gaming Pro,Elektronik,13458210.0,1,13458210.0,1252267.0
ORD_00240,2025-05-28,CUST_001,Sneakers Limited Edition,Fashion,1080520.0,1,1080520.0,70264.0
ORD_00241,2025-05-22,CUST_100,Bantal Ergonomis Memory,Home & Living,286579.0,3,859736.0,68348.0
ORD_00242,2025-02-15,CUST_038,Skincare Routine Set,Kecantikan,928897.0,5,4644484.0,286376.0
ORD_00243,2025-08-03,CUST_022,Sheet Mask Collagen (10pcs),Kecantikan,98647.0,5,493233.0,54297.0
ORD_00244,2025-11-13,CUST_036,Wireless Noise Cancelling,Elektronik,515827.0,9,4642442.0,316181.0
ORD_00245,2025-07-22,CUST_053,Laptop Gaming Pro,Elektronik,12437536.0,1,12437536.0,908884.0
